rowid,wordplay,indicator,clue_rowids
9362,deletion,but not the finish,[590471](/data/clues/590471)
9363,deletion,butt out,[411842](/data/clues/411842)
9364,deletion,bypass,[377014](/data/clues/377014)
9365,deletion,bypassing centre,[215213](/data/clues/215213)
9366,deletion,call,[483631](/data/clues/483631)
9367,deletion,cancelled,[84570](/data/clues/84570)
9368,deletion,cancelling,"[299411](/data/clues/299411), [491454](/data/clues/491454)"
9369,deletion,carried off,[627767](/data/clues/627767)
9370,deletion,cast,[641675](/data/clues/641675)
9371,deletion,cast out,[386114](/data/clues/386114)
9372,deletion,casting off,"[356544](/data/clues/356544), [429296](/data/clues/429296)"
9373,deletion,caught out,[474489](/data/clues/474489)
9374,deletion,censored,"[321494](/data/clues/321494), [496445](/data/clues/496445), [625243](/data/clues/625243)"
9375,deletion,central part of,[223591](/data/clues/223591)
9376,deletion,checking out,[343858](/data/clues/343858)
9377,deletion,chipped,[432841](/data/clues/432841)
9378,deletion,chopped,[438994](/data/clues/438994)
9379,deletion,chopping,[447081](/data/clues/447081)
9380,deletion,chopping off tails,[666720](/data/clues/666720)
9381,deletion,church abandons,[186889](/data/clues/186889)
9382,deletion,circumventing,[333704](/data/clues/333704)
9383,deletion,clear,[497965](/data/clues/497965)
9384,deletion,clear of,[381091](/data/clues/381091)
9385,deletion,cleared,[153052](/data/clues/153052)
9386,deletion,clearing away,[466788](/data/clues/466788)
9387,deletion,clipped,"[376137](/data/clues/376137), [434420](/data/clues/434420)"
9388,deletion,clobbered,[443809](/data/clues/443809)
9389,deletion,coming off,[456784](/data/clues/456784)
9390,deletion,coming to a premature stop,[488549](/data/clues/488549)
9391,deletion,conceded,[406613](/data/clues/406613)
9392,deletion,conceding,"[664851](/data/clues/664851), [664918](/data/clues/664918)"
9393,deletion,contracted,"[415169](/data/clues/415169), [491568](/data/clues/491568), [494903](/data/clues/494903)"
9394,deletion,covering,[429765](/data/clues/429765)
9395,deletion,covering up,[663953](/data/clues/663953)
9396,deletion,cr,[516197](/data/clues/516197)
9397,deletion,crushed,[270210](/data/clues/270210)
9398,deletion,curtailed,"[307368](/data/clues/307368), [432500](/data/clues/432500), [450273](/data/clues/450273)"
9399,deletion,cut,"[327967](/data/clues/327967), [336320](/data/clues/336320), [350767](/data/clues/350767), [354305](/data/clues/354305), [358890](/data/clues/358890), [386236](/data/clues/386236), [393805](/data/clues/393805), [399128](/data/clues/399128), [405811](/data/clues/405811), [406867](/data/clues/406867), [411793](/data/clues/411793), [421117](/data/clues/421117), [423770](/data/clues/423770), [430531](/data/clues/430531), [450323](/data/clues/450323), [454432](/data/clues/454432), [497548](/data/clues/497548), [499086](/data/clues/499086), [583004](/data/clues/583004), [615302](/data/clues/615302), [623604](/data/clues/623604), [634728](/data/clues/634728), [647158](/data/clues/647158), [664633](/data/clues/664633), [666452](/data/clues/666452), [667646](/data/clues/667646)"
9400,deletion,cut off,"[443495](/data/clues/443495), [498643](/data/clues/498643), [613298](/data/clues/613298)"
9401,deletion,cut short,"[297333](/data/clues/297333), [415356](/data/clues/415356), [431441](/data/clues/431441), [443902](/data/clues/443902), [583609](/data/clues/583609), [584953](/data/clues/584953), [585291](/data/clues/585291), [592144](/data/clues/592144), [605390](/data/clues/605390)"
9402,deletion,cutting,"[386266](/data/clues/386266), [393811](/data/clues/393811), [404105](/data/clues/404105), [666879](/data/clues/666879)"
9403,deletion,cutting off,[492993](/data/clues/492993)
9404,deletion,cutting out,[80298](/data/clues/80298)
9405,deletion,debts written off,[453021](/data/clues/453021)
9406,deletion,decapitated,"[383182](/data/clues/383182), [411796](/data/clues/411796)"
9407,deletion,declining,"[404175](/data/clues/404175), [490870](/data/clues/490870)"
9408,deletion,defunct,[458244](/data/clues/458244)
9409,deletion,denied,"[74950](/data/clues/74950), [82553](/data/clues/82553), [98603](/data/clues/98603), [140983](/data/clues/140983), [339895](/data/clues/339895), [399343](/data/clues/399343), [414050](/data/clues/414050), [426210](/data/clues/426210), [437024](/data/clues/437024), [444741](/data/clues/444741), [485819](/data/clues/485819), [649193](/data/clues/649193)"
9410,deletion,departing,"[362805](/data/clues/362805), [662414](/data/clues/662414)"
9411,deletion,departure of,[415289](/data/clues/415289)
9412,deletion,deposed,"[488354](/data/clues/488354), [635634](/data/clues/635634)"
9413,deletion,deprived of,[444121](/data/clues/444121)
9414,deletion,deprived of one,[492944](/data/clues/492944)
9415,deletion,deserted,"[410062](/data/clues/410062), [606279](/data/clues/606279)"
9416,deletion,deserts,[459812](/data/clues/459812)
9417,deletion,destroyed,[317823](/data/clues/317823)
9418,deletion,detached,[639207](/data/clues/639207)
9419,deletion,detailed,"[412962](/data/clues/412962), [453973](/data/clues/453973), [662545](/data/clues/662545)"
9420,deletion,details,[409992](/data/clues/409992)
9421,deletion,devoid of,[457971](/data/clues/457971)
9422,deletion,died,[491247](/data/clues/491247)
9423,deletion,diminished,[341641](/data/clues/341641)
9424,deletion,direction taken,[412780](/data/clues/412780)
9425,deletion,disappears,"[304954](/data/clues/304954), [497528](/data/clues/497528)"
9426,deletion,discarded,"[349223](/data/clues/349223), [378766](/data/clues/378766)"
9427,deletion,discards,[426376](/data/clues/426376)
9428,deletion,discharged,[454468](/data/clues/454468)
9429,deletion,discount,[479240](/data/clues/479240)
9430,deletion,discounted,"[469380](/data/clues/469380), [666871](/data/clues/666871), [667799](/data/clues/667799)"
9431,deletion,discounting lead,[322429](/data/clues/322429)
9432,deletion,discovered,[156018](/data/clues/156018)
9433,deletion,disengaged,[256877](/data/clues/256877)
9434,deletion,disheartened,"[317191](/data/clues/317191), [349346](/data/clues/349346), [394623](/data/clues/394623), [646629](/data/clues/646629), [649196](/data/clues/649196), [667830](/data/clues/667830)"
9435,deletion,dislodging,[449548](/data/clues/449548)
9436,deletion,dismiss,"[350827](/data/clues/350827), [468791](/data/clues/468791)"
9437,deletion,dismiss heart,[466424](/data/clues/466424)
9438,deletion,dismissal of,[429430](/data/clues/429430)
9439,deletion,dismissed,"[82089](/data/clues/82089), [296613](/data/clues/296613), [324067](/data/clues/324067), [645586](/data/clues/645586), [661667](/data/clues/661667)"
9440,deletion,dismisses,[449189](/data/clues/449189)
9441,deletion,dismisses good,[441761](/data/clues/441761)
9442,deletion,dismissing,"[79262](/data/clues/79262), [174106](/data/clues/174106), [344470](/data/clues/344470), [468123](/data/clues/468123), [490421](/data/clues/490421), [615238](/data/clues/615238), [615595](/data/clues/615595)"
9443,deletion,dispatching,[660685](/data/clues/660685)
9444,deletion,dispatchment,[663206](/data/clues/663206)
9445,deletion,dispenses with,[303920](/data/clues/303920)
9446,deletion,dispenses with masculine,[447113](/data/clues/447113)
9447,deletion,dispersing,[406501](/data/clues/406501)
9448,deletion,disposing of,[85894](/data/clues/85894)
9449,deletion,disregarded,[410643](/data/clues/410643)
9450,deletion,disregarding,"[253412](/data/clues/253412), [441134](/data/clues/441134), [483563](/data/clues/483563), [623780](/data/clues/623780)"
9451,deletion,ditched,"[471022](/data/clues/471022), [667933](/data/clues/667933)"
9452,deletion,ditches,"[414621](/data/clues/414621), [632259](/data/clues/632259)"
9453,deletion,ditching,"[295255](/data/clues/295255), [317081](/data/clues/317081), [328282](/data/clues/328282), [397420](/data/clues/397420), [463622](/data/clues/463622)"
9454,deletion,diverted,[476065](/data/clues/476065)
9455,deletion,dock,[472964](/data/clues/472964)
9456,deletion,docked,"[328231](/data/clues/328231), [478479](/data/clues/478479), [646495](/data/clues/646495)"
9457,deletion,does not require,[460054](/data/clues/460054)
9458,deletion,doffed,[660017](/data/clues/660017)
9459,deletion,draw off,[425913](/data/clues/425913)
9460,deletion,drawn from centre,[488963](/data/clues/488963)
9461,deletion,drifting away,"[480092](/data/clues/480092), [483916](/data/clues/483916), [488356](/data/clues/488356)"
9462,deletion,driven away,[497798](/data/clues/497798)
9463,deletion,driving out,[630876](/data/clues/630876)
9464,deletion,drop,[405665](/data/clues/405665)
9465,deletion,dropped,"[368083](/data/clues/368083), [403980](/data/clues/403980), [406699](/data/clues/406699), [407757](/data/clues/407757), [416108](/data/clues/416108), [446231](/data/clues/446231), [491555](/data/clues/491555), [614255](/data/clues/614255), [621917](/data/clues/621917)"
9466,deletion,dropping,"[86374](/data/clues/86374), [243549](/data/clues/243549), [290383](/data/clues/290383), [356943](/data/clues/356943), [357758](/data/clues/357758), [361557](/data/clues/361557), [365609](/data/clues/365609), [385391](/data/clues/385391), [401148](/data/clues/401148), [402200](/data/clues/402200), [403077](/data/clues/403077), [405544](/data/clues/405544), [405563](/data/clues/405563), [410526](/data/clues/410526), [423352](/data/clues/423352), [449550](/data/clues/449550), [494896](/data/clues/494896), [496031](/data/clues/496031), [587831](/data/clues/587831), [643208](/data/clues/643208), [649297](/data/clues/649297), [661972](/data/clues/661972)"
9467,deletion,dropping back,[363184](/data/clues/363184)
9468,deletion,dropping in,[486926](/data/clues/486926)
9469,deletion,dropping off,[317507](/data/clues/317507)
9470,deletion,dropping the bass,[486427](/data/clues/486427)
9471,deletion,dropping the fourth,[591560](/data/clues/591560)
9472,deletion,dropping the head,[591033](/data/clues/591033)
9473,deletion,drops,"[305367](/data/clues/305367), [410085](/data/clues/410085), [411408](/data/clues/411408), [632781](/data/clues/632781), [661275](/data/clues/661275)"
9474,deletion,drops off,[404178](/data/clues/404178)
9475,deletion,drops out,[434993](/data/clues/434993)
9476,deletion,duck escaping,[497872](/data/clues/497872)
9477,deletion,ducks out of,[240350](/data/clues/240350)
9478,deletion,dumped,"[302886](/data/clues/302886), [405531](/data/clues/405531)"
9479,deletion,dumping,"[309809](/data/clues/309809), [338011](/data/clues/338011)"
9480,deletion,early closing,"[447127](/data/clues/447127), [489380](/data/clues/489380)"
9481,deletion,eclipses,[408705](/data/clues/408705)
9482,deletion,edges away from,[592414](/data/clues/592414)
9483,deletion,ejecting,"[294357](/data/clues/294357), [649113](/data/clues/649113)"
9484,deletion,eliminating,"[588115](/data/clues/588115), [645469](/data/clues/645469)"
9485,deletion,eliminating the leader,[588239](/data/clues/588239)
9486,deletion,emerges,[473439](/data/clues/473439)
9487,deletion,emission,[449820](/data/clues/449820)
9488,deletion,emitting,[425773](/data/clues/425773)
9489,deletion,empty,"[332659](/data/clues/332659), [431452](/data/clues/431452), [454793](/data/clues/454793), [627796](/data/clues/627796)"
9490,deletion,emptying out,[649393](/data/clues/649393)
9491,deletion,endless,"[109523](/data/clues/109523), [296131](/data/clues/296131), [406191](/data/clues/406191), [406681](/data/clues/406681), [407385](/data/clues/407385), [408247](/data/clues/408247), [409950](/data/clues/409950), [412149](/data/clues/412149), [413502](/data/clues/413502), [414400](/data/clues/414400), [429587](/data/clues/429587), [432121](/data/clues/432121), [443904](/data/clues/443904), [444432](/data/clues/444432), [446704](/data/clues/446704), [459949](/data/clues/459949), [464425](/data/clues/464425), [488961](/data/clues/488961), [496276](/data/clues/496276), [586480](/data/clues/586480), [592627](/data/clues/592627), [592761](/data/clues/592761), [595330](/data/clues/595330), [601232](/data/clues/601232), [631765](/data/clues/631765), [646146](/data/clues/646146), [663986](/data/clues/663986)"
9492,deletion,endlessly,"[153975](/data/clues/153975), [325752](/data/clues/325752), [357589](/data/clues/357589), [408956](/data/clues/408956), [409494](/data/clues/409494), [410809](/data/clues/410809), [411173](/data/clues/411173), [412892](/data/clues/412892), [420314](/data/clues/420314), [421119](/data/clues/421119), [422354](/data/clues/422354), [424821](/data/clues/424821), [429194](/data/clues/429194), [435226](/data/clues/435226), [439233](/data/clues/439233), [439279](/data/clues/439279), [449579](/data/clues/449579), [454456](/data/clues/454456), [454789](/data/clues/454789), [474860](/data/clues/474860), [487582](/data/clues/487582), [492097](/data/clues/492097), [496859](/data/clues/496859), [497952](/data/clues/497952), [583360](/data/clues/583360), [584897](/data/clues/584897), [585996](/data/clues/585996), [586321](/data/clues/586321), [587816](/data/clues/587816), [590151](/data/clues/590151), [590443](/data/clues/590443), [590656](/data/clues/590656), [592329](/data/clues/592329), [593499](/data/clues/593499), [646487](/data/clues/646487), [646707](/data/clues/646707), [661583](/data/clues/661583)"
